REGION,(Todas),,,,,,,,,,,
PASO_01,(Todas),,,,,,,,,,,
PASO_02,(Todas),,,,,,,,,,,
NACION_01,(Todas),,,,,,,,,,,
NACION_02,(Todas),,,,,,,,,,,
REGION_01,(Todas),,,,,,,,,,,
REGION_02,(Todas),,,,,,,,,,,
,,,,,,,,,,,,
Suma de Turistas Extranjeros,VARIABLE 2,,,,,,,,,,,,
VARIABLE 1,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,
ene,484.503 ,490.976 ,560.655 ,730.786 ,964.027 ,893.326 ,625.376 ,509.059 ,22.378 ,69.735 ,477.512 ,506.231 ,846.821 ,
feb,350.251 ,354.125 ,432.415 ,599.445 ,709.043 ,683.023 ,436.778 ,399.782 ,20.491 ,70.275 ,351.802 ,419.183 ,648.904 ,
mar,356.288 ,333.977 ,370.776 ,510.732 ,521.123 ,574.260 ,454.800 ,168.261 ,22.744 ,81.230 ,307.706 ,451.176 ,0 ,
abr,252.000 ,254.063 ,313.408 ,374.190 ,469.626 ,436.258 ,377.684 ,0 ,0 ,95.731 ,268.647 ,395.615 ,0 ,
may,210.616 ,228.542 ,263.887 ,320.357 ,357.953 ,329.515 ,306.465 ,0 ,0 ,123.335 ,224.443 ,335.372 ,0 ,
jun,197.421 ,193.004 ,284.005 ,301.805 ,322.568 ,281.417 ,299.955 ,0 ,0 ,127.118 ,202.720 ,281.837 ,0 ,
jul,258.355 ,270.426 ,331.061 ,440.925 ,491.167 ,409.798 ,376.029 ,0 ,0 ,169.642 ,267.828 ,460.267 ,0 ,
ago,252.228 ,251.258 ,294.748 ,370.845 ,480.158 ,372.443 ,322.858 ,0 ,0 ,174.068 ,256.058 ,397.988 ,0 ,
sep,240.671 ,244.717 ,300.488 ,403.192 ,442.503 ,351.607 ,288.537 ,0 ,0 ,203.519 ,255.732 ,381.702 ,0 ,
oct,290.725 ,302.173 ,360.330 ,456.322 ,481.782 ,369.372 ,306.142 ,0 ,16.351 ,254.828 ,330.673 ,456.569 ,0 ,
nov,308.510 ,312.854 ,401.287 ,474.278 ,517.243 ,463.974 ,292.215 ,8.732 ,35.944 ,284.050 ,347.754 ,505.550 ,0 ,
dic,374.636 ,438.276 ,565.276 ,657.823 ,692.690 ,557.935 ,431.123 ,33.260 ,72.114 ,376.948 ,439.632 ,647.743 ,0 ,
Total general,3.576.204 ,3.674.391 ,4.478.336 ,5.640.700 ,6.449.883 ,5.722.928 ,4.517.962 ,1.119.094 ,190.022 ,2.030.479 ,3.730.507 ,5.239.233 ,1.495.725 ,

;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
